pid,vid,set,caption
P00000536,V009.mp4_270906_271438.avi.npy,train,good serve in the middle np returns a quick rs return long rally np rs is unable to clear the net
P00000537,V009.mp4_271792_272007.avi.npy,train,fine serve np puts back a ls return a few shots np struggles to keep a cross-court rs in a rally
P00000538,V009.mp4_272606_272817.avi.npy,train,fp produces a bodyline serve np delivers a ls return couple of shots exchanged np slaps a ls winner down the line
P00000539,V009.mp4_273310_273432.avi.npy,train,bodyline serve np has no answer to it
P00000540,V009.mp4_273756_273967.avi.npy,train,good wide serve np manages a rs return a few shots exchanged fp cross-court rs just lands wide
P00000541,V009.mp4_274375_274507.avi.npy,train,fast serve at t np is unable to return it
P00000542,V009.mp4_275806_276124.avi.npy,train,np serves a high kick serve fp delivers a rs return brief rally np cross-court rs fails to land inside the court
P00000543,V009.mp4_276895_277125.avi.npy,train,quick serve fp returns a quick rs return couple of shots exchanged np miss-hits a rs volley at net
P00000544,V009.mp4_278248_278551.avi.npy,train,np serves a good one fp puts back a rs return well contensted rally np moves upto the net and places a ls volley winner
P00000545,V009.mp4_279900_280048.avi.npy,train,np hits a flat serve at t fp struggles to put it back
P00000546,V009.mp4_280752_281270.avi.npy,train,fine serve fp works a ls return lengthy exchange between the players fp cross-court ls lands out-side the court
P00000547,V009.mp4_282241_282526.avi.npy,train,np arrows a wide serve fp returns a rs return couple of shots exchanged np hits a rs winner down the line
P00000548,V009.mp4_285231_285626.avi.npy,train,np serves a good one fp delivers a rs return good rally fp hits a ls winner down the line
P00000549,V009.mp4_286120_286281.avi.npy,train,np aims a wide serve fp returns a rs return np produces a rs cross-court winner at net
P00000550,V009.mp4_286761_286840.avi.npy,train,sizzling serve down the t is an ace
P00000551,V009.mp4_287475_287653.avi.npy,train,np goes for a out-wide serve fp crafts a rs return couple of shots exchanged fp cross-court rs is not able to clear the net
P00000552,V009.mp4_288101_288158.avi.npy,train,np serves a heavy ace
P00000553,V009.mp4_289569_289701.avi.npy,train,double fault
P00000554,V009.mp4_290281_290542.avi.npy,train,fp hits a good serve np hits a ls return a few shots exchanged np hits a rs long
P00000555,V009.mp4_291151_291324.avi.npy,train,good serve aimed at t np only reaches to it
P00000556,V009.mp4_292118_292257.avi.npy,train, double fault
P00000557,V009.mp4_293137_293511.avi.npy,train,fp goes for a serve down the t np crafts a ls return hard fought rally fp cross-court rs lands out-side the court
P00000558,V009.mp4_294400_294674.avi.npy,train,fp serves a good one np delivers a ls return good rally fp sends a ls cross-court out of the court
P00000559,V009.mp4_297365_297737.avi.npy,train,high kick serve np returns a ls return long rally fp struggles to keep a cross-court rs in the court
P00000560,V009.mp4_298509_299008.avi.npy,train,fine serve np puts back a ls return intense rally np flashes a rs cross-court winner
P00000561,V009.mp4_299579_299955.avi.npy,train,heavy serve aimed at t np works a ls return huge rally fp sends a ls into the net
P00000562,V009.mp4_300705_300819.avi.npy,train,fp aims a high kick serve np crafts a ls return fp cross-court rs clips the tape and lands out of play
P00000563,V009.mp4_302818_302967.avi.npy,train,np arrows a bodyline serve fp struggles with it
P00000564,V009.mp4_303455_303593.avi.npy,train,good serve down the t fp ls return hits the net
P00000565,V009.mp4_304036_304215.avi.npy,train,quick serve couple of shots exchanged np runs to net and hits a rs wide of the court
P00000566,V009.mp4_305549_305957.avi.npy,train,good serve aimed in the middle fp manages a rs slice return long rally fp rs slice lands out of court
P00000567,V009.mp4_306767_307024.avi.npy,train,np hits a flat serve at t fp hits a rs return brief rally fp ls down the line goes into the net
P00000568,V009.mp4_309587_309731.avi.npy,val,nice kick serve fp fails to return it
P00000569,V009.mp4_309975_310092.avi.npy,val,np aims a fine serve wide fp hits a rs return long
P00000570,V009.mp4_310354_310570.avi.npy,val,good serve fp manages a rs return a few shots exchanged np comes to net and hits a smash winner
P00000571,V009.mp4_311206_311358.avi.npy,val,good serve in the middle fp returns a rs return np hits a ls drop-shot winner
P00000572,V009.mp4_312359_312536.avi.npy,val,huge serve guided at t np puts back a ls return fp cracks a rs winner cross-court
P00000573,V009.mp4_313313_313553.avi.npy,val,nice kick serve np manages a ls return a few shots exchanged np rs lands long
P00000574,V009.mp4_314068_314561.avi.npy,val,fp serves a good one np works a ls return long rally np hits a ls straight into the net
P00000575,V009.mp4_315242_315432.avi.npy,val,good serve out wide np returns a ls return fp rs slice drop-shot fails to make it over the net
P00000576,V009.mp4_316147_316295.avi.npy,val,fine serve np rs return just lands long of the court
P00000577,V009.mp4_318970_319274.avi.npy,val,fp goes for a out-wide serve np crafts a rs return good rally fp struggles to keep a ls in play
P00000578,V009.mp4_320246_320369.avi.npy,val,good serve aimed at t np returns a rs return fp hits a ls cross-court but it lands wide
P00000579,V009.mp4_320988_321125.avi.npy,val,great serve out wide is an ace
P00000580,V009.mp4_321490_321624.avi.npy,val,fp arrows a good serve at t np is unable to return it
P00000581,V009.mp4_322097_322236.avi.npy,val,fp arrows a good serve at t np is unable to return it
P00000582,V009.mp4_322698_322824.avi.npy,val,fp hits a good serve in the corner np hits a ls into the net in the middle
P00000583,V009.mp4_324561_324673.avi.npy,val,good bodyline serve fp returns a ls into the net
P00000584,V009.mp4_325436_325613.avi.npy,val,good serve in the middle fp returns a rs return np slams a rs winner
P00000585,V009.mp4_326413_326705.avi.npy,val,good serve in the middle fp returns a rs return brief rally fp nets a ls on the run
P00000586,V009.mp4_327402_327567.avi.npy,val,np serves a good one in the corner fp manages a rs return np overcooks a rs long
P00000587,V009.mp4_328359_328685.avi.npy,val,good serve in the middle fp returns a rs return good rally fp overcooks a ls long
P00000588,V009.mp4_334916_335291.avi.npy,test,high kick serve fp returns a ls return long rally np overcooks a rs long
P00000589,V009.mp4_335659_335834.avi.npy,test,fast serve out wide fp is unable to return it in court
P00000590,V009.mp4_336141_336259.avi.npy,test,huge serve down the t fp only reaches to it
P00000591,V009.mp4_336600_336675.avi.npy,test,huge serve down the t is an ace
P00000592,V009.mp4_336996_337181.avi.npy,test,np serves a bodyline serve fp returns a ls short rally np rushes to net a volleys a ls winner
P00000593,V009.mp4_338254_338375.avi.npy,test,huge serve is an ace
P00000594,V009.mp4_338854_339471.avi.npy,test,fine serve np delivers a ls return massive rally np sends a rs cross-court out of the court
P00000595,V009.mp4_340219_340341.avi.npy,test,fp serves an ace down the t
P00000596,V009.mp4_340783_340979.avi.npy,test,fp serves a good one np puts back a ls return a couple of shots exchanged np hits a ls cross-court winner
P00000597,V009.mp4_341551_341686.avi.npy,test,fp hits a flat bodyline serve np struggles to put it back
P00000598,V009.mp4_344092_344203.avi.npy,test,fast serve down t np fails to control it
P00000599,V009.mp4_344506_344603.avi.npy,test,fp aims a fine serve wide np ls return doesn't make it over the net
P00000600,V009.mp4_344953_345195.avi.npy,test,fp serves a good one np delivers a ls return good rally fp hits a ls cross-court drop-shot winner
P00000601,V009.mp4_345696_345850.avi.npy,test,great serve in the corner np reaches for a ls return fp comes to net and hits a ls cross-court winner
P00000602,V009.mp4_347241_347481.avi.npy,test,fine serve fp puts back a rs return brief rally fp strokes a ls cross-court winner
P00000603,V009.mp4_348539_348801.avi.npy,test,quick serve fp crafts a ls return couple of shots exchanged np hits a ls into the net on the run
P00000604,V009.mp4_349734_350089.avi.npy,test,np serves a good one fp works a rs return good rally np fails to keep a cross-court ls in the play
P00000605,V009.mp4_351185_351600.avi.npy,test,high kick serve fp manages a rs slice down the line good rally fp rs cross-court lob lands wide of the court
P00000606,V009.mp4_352463_352649.avi.npy,test,good serve in the middle fp returns a rs np hits a rs winner
P00000607,V009.mp4_353406_353705.avi.npy,test,fine serve fp hits a rs return a couple of shots exchanged fp ls down the line fails to make it over the net
P00000608,V009.mp4_354476_354606.avi.npy,test,good serve in the middle fp is unable to return it in court
P00000609,V009.mp4_355325_355585.avi.npy,test,np serves in the middle fp crafts a rs return a few shots exchanged np hits a winner down the line
P00000610,V009.mp4_358128_358235.avi.npy,test,np arrows a good serve at t fp is unable to return it
P00000611,V009.mp4_358799_359003.avi.npy,test,np goes for a serve in the middle fp delivers a ls return couple of shots exchanged np ls hits the net
P00000612,V009.mp4_359682_359820.avi.npy,test,np serves a good one fp delivers a ls return np hits a rs down the line into the net
P00000613,V009.mp4_360434_360546.avi.npy,test,good serve fp fails to get it back
P00000614,V009.mp4_360999_361072.avi.npy,test,huge serve down t is an ace
P00000615,V009.mp4_361387_361630.avi.npy,test,quick serve out wide fp crafts a rs return couple of shots exchanged fp whips a ls cross-court winner
P00000616,V009.mp4_362361_362470.avi.npy,test,nice serve by np fp faces difficulty in returning it
P00000617,V009.mp4_362942_363111.avi.npy,test,flat serve aimed out wide fp works a rs return np rs lands out-side the court
P00000618,V009.mp4_363571_363690.avi.npy,test,fine serve fp is unable to return it
P00000619,V009.mp4_364426_364720.avi.npy,test,np aims a fine serve in the middle fp crafts a rs return short rally fp rs lob lands long
P00000620,V009.mp4_366528_366815.avi.npy,test,fp aims a high kick serve np returns a rs return good rally fp sends a ls slice out of the court
P00000621,V009.mp4_368157_368652.avi.npy,test,good serve in the middle np crafts a ls return long rally fp hits a rs long
P00000622,V009.mp4_369567_369675.avi.npy,test,quick serve is an ace
P00000623,V009.mp4_370361_370666.avi.npy,test,fp aims a fine serve out wide np manages a ls slice return cross-court a few shots exchanged np hits a rs long
P00000624,V009.mp4_371381_371747.avi.npy,test,good serve aimed in the middle np ls return good rally np ls down the line lands wide
P00000625,V009.mp4_372876_373203.avi.npy,test,fp serves into the corner np returns a ls return short rally np cross-court ls lands just wide of the court
P00000626,V009.mp4_375569_375680.avi.npy,test,great serve at t is and ace
P00000627,V009.mp4_375957_376213.avi.npy,test,good serve in the middle np crafts a rs return a brief rally fp rs cross-court is a winner
P00000628,V009.mp4_376527_376659.avi.npy,test,good serve aimed in the corner np only reaches to it
P00000629,V009.mp4_376965_377113.avi.npy,test,fast serve np rs return lands out of court
P00000630,V009.mp4_378319_378464.avi.npy,test,good bodyline serve fp struggles to return it over the net
P00000631,V009.mp4_379513_379747.avi.npy,test,quick serve fp returns a quick rs return couple of shots exchanged np ls volley goes into the net
P00000632,V009.mp4_380413_380645.avi.npy,test,good bodyline serve fp manages a rs slice return short rally np comes to net and hits a ls volley winner
P00000633,V009.mp4_381274_381488.avi.npy,test,good serve in the corner fp crafts a rs return a few shots exchanged fp cross-court ls goes into the the net
P00000634,V009.mp4_382001_382397.avi.npy,test,quick serve fp returns a quick rs return long rally fp ls hits the net in the middle
P00000635,V009.mp4_385033_385125.avi.npy,test,np hits a ace down the t
P00000636,V009.mp4_385613_386022.avi.npy,test,np aims a high kick serve fp delivers a rs return good rally np cross-court ls fails to land inside the court
P00000637,V009.mp4_386465_386616.avi.npy,test,np hits a slice serve into the corner fp manages a ls return np crafts a rs cross-court winner
P00000638,V009.mp4_387283_387593.avi.npy,test,np hits a good serve into the corner fp manages a rs return long rally fp ls hits the net in the middle
P00000639,V009.mp4_388031_388115.avi.npy,test,np produces an ace down the t
P00000640,V009.mp4_389429_389643.avi.npy,test,fp serves a good one np works a rs return brief rally fp goes for a ls down the line but catches the net
P00000641,V009.mp4_390287_390608.avi.npy,test,good serve in the middle np returns a ls return short rally np flashes a rs cross-court winner
P00000642,V009.mp4_391425_391808.avi.npy,test,fine serve np delivers a ls return good rally fp hits a ls but it lands long
P00000643,V009.mp4_392709_392927.avi.npy,test,quick serve np returns a ls return couple of shots exchanged np puts a rs into the net
P00000644,V009.mp4_393871_394374.avi.npy,test,good serve in the middle np returns a rs return extended rally fp nets a rs down the line
P00000645,V009.mp4_397050_397335.avi.npy,test,fp aims a high kick serve down the t np hits a ls return brief rally np cross-court rs lands long
P00000646,V009.mp4_397769_397989.avi.npy,test,fp serves a wide one np hits a ls return a couple of shots exchanged fp rs slice hits the net in the middle
P00000647,V009.mp4_398692_398780.avi.npy,test,double fault
P00000648,V009.mp4_399654_399885.avi.npy,test,fine serve np hits ls cross-court return brief rally np over-cooks a rs cross-court
P00000649,V009.mp4_400640_401066.avi.npy,test,good serve in the middle np returns a ls return long rally np over-cooks a ls down the line
P00000650,V009.mp4_402062_402360.avi.npy,test,fine serve np delivers a ls return intense rally fp moves closer to net goes for a rs volley but struggles to execute it properly
P00000651,V009.mp4_403071_403215.avi.npy,test,slice serve np returns a rs cross-court fp slaps a ls winner down the line
P00000652,V009.mp4_403933_404460.avi.npy,test,slice serve in the middle np manages a ls return extended rally np ls hits the net
P00000653,V010.mp4_12898_13006.avi.npy,train,huge serve is an ace
P00000654,V010.mp4_13372_13490.avi.npy,train,great wide serve is an ace
P00000655,V010.mp4_13887_14027.avi.npy,train,fast serve in the corner fp just gets a racquet to it but it's into the net
P00000656,V010.mp4_14641_14733.avi.npy,train,fast serve is an ace out wide
P00000657,V010.mp4_15668_15825.avi.npy,train,good serve in the middle fp hits a rs return but it lands wide of the court
P00000658,V010.mp4_16224_16769.avi.npy,train,fine serve down the t fp returns a ls return good rally fp produces a rs cross-court winner
P00000659,V010.mp4_17645_17928.avi.npy,train,quick serve fp returns a ls return couple of shots exchanged fp hits a rs winner down the line
P00000660,V010.mp4_18779_18899.avi.npy,train,double fault
P00000661,V010.mp4_19364_19586.avi.npy,train,fine serve fp returns a quick rs return brief rally np sends a ls cross-court out of the court
P00000662,V010.mp4_20304_20502.avi.npy,train,quick serve np returns a ls return couple of shots exchanged np ls slice fails to clear the net
P00000663,V010.mp4_21315_21552.avi.npy,train,good serve in the middle np returns a ls return short rally fp pulls hits a ls down the line wide of the court
P00000664,V010.mp4_22095_22230.avi.npy,train,fp arrows a good serve at t np is unable to return it
P00000665,V010.mp4_22603_22810.avi.npy,train,quick serve np returns a quick rs return couple of shots exchanged np rs is unable to clear the net
P00000666,V010.mp4_23368_23493.avi.npy,train,nice serve by fp np faces difficulty in returning it
P00000667,V010.mp4_26237_26396.avi.npy,train,fine serve ls return from np cross-court lands wide
P00000668,V010.mp4_26873_27010.avi.npy,train,fp hits a good serve np ls return just lands long
P00000669,V010.mp4_27354_27588.avi.npy,train,fp serves a good one np returns a quick ls return np comes to net and hits a rs winner
P00000670,V010.mp4_28013_28312.avi.npy,train,good serve down the t np returns a rs return brief rally np fails to keep a cross-court rs in the play
P00000671,V010.mp4_28777_28995.avi.npy,train,wide angled serve np puts back a rs return rally np slaps a ls winner down the line
P00000672,V010.mp4_29604_29821.avi.npy,train,heavy serve aimed at t np crafts a rs return rally fp blasts a ls winner down the line
P00000673,V010.mp4_31130_31293.avi.npy,train,slice serve down the t fp with a rs return np hits a ls into the net
P00000674,V010.mp4_31699_31870.avi.npy,train,fine serve fp returns a ls return np hits a ls winner down the line
P00000675,V010.mp4_32581_33155.avi.npy,train,np arrows a bodyline serve fp works a rs return extended rally np comes to net attempts a rs volley but fails to make it over the net
P00000676,V010.mp4_33856_34023.avi.npy,train,heavy serve aimed at t fp crafts a ls return np thumps a rs winner down the line
P00000677,V010.mp4_34750_34861.avi.npy,train,sizzling serve down the t is an ace
P00000678,V010.mp4_35745_35856.avi.npy,train,np serves a heavy ace out wide
P00000679,V010.mp4_38671_38777.avi.npy,train,fine serve rs return from fp finds the net
P00000680,V010.mp4_39251_39468.avi.npy,train,np produces a bodyline serve fp returns a quick rs return couple of shots exchanged np cross-court rs fails to land inside the court
P00000681,V010.mp4_39918_40090.avi.npy,train,np serves a good one fp returns a ls return winner which clips the net tape and drops over
P00000682,V010.mp4_41037_41193.avi.npy,train,np arrows a good serve in the middle fp rs return lands wide
P00000683,V010.mp4_41737_42141.avi.npy,train,quick serve fp crafts a rs return huge rally np comes to net and fails to keep a rs in the play
P00000684,V010.mp4_42771_43079.avi.npy,train,np serves a good one fp returns a quick rs return rally fp cross-court rs catches the net
P00000685,V010.mp4_43934_44261.avi.npy,train,fine serve fp delivers a rs return brief rally np attempts a rs but fails to make it over the net
P00000686,V010.mp4_44804_44943.avi.npy,train,gigantic serve in the corner is an ace
P00000687,V010.mp4_45537_45800.avi.npy,train,np produces a bodyline serve fp crafts a rs return good rally np comes to net attempts a rs volley but fails to make it over the net
P00000688,V010.mp4_46710_47222.avi.npy,train,np serves a high kick serve fp returns a rs return lengthy exchange between the players np sends a ls cross-court out of the court
P00000689,V010.mp4_48629_48712.avi.npy,train,quick serve in the corner is an ace
P00000690,V010.mp4_49258_49390.avi.npy,train,fp hits a flat serve at t np struggles to get it back
P00000691,V010.mp4_49788_49910.avi.npy,train,sharp angled slice serve is an ace
P00000692,V010.mp4_50622_50790.avi.npy,train,fp aims a high kick serve np delivers a ls return fp rs down the line falls into the net
P00000693,V010.mp4_51736_51867.avi.npy,train,fine serve np shoots a rs return winner
P00000694,V010.mp4_52302_52420.avi.npy,train,cannon serve is an ace
P00000695,V010.mp4_56193_56334.avi.npy,train,nice serve by fp np faces difficulty in returning it
P00000696,V010.mp4_56654_56874.avi.npy,train,fp aims a bodyline serve np returns a quick rs return fp hits a cross-court ls winner which clips the net tap on the way through
P00000697,V010.mp4_57233_57552.avi.npy,train,fp arrows a bodyline serve np works a ls return np rushes to net and smashes a rs smash winner cross-court
P00000698,V010.mp4_58051_58393.avi.npy,train,quick serve np crafts a rs return couple of shots exchanged np hits a rs winner
P00000699,V010.mp4_58959_59177.avi.npy,train,fp hits a acute angled slice serve np works a rs return fp fails to keep a cross-court rs in the play
P00000700,V010.mp4_60149_60318.avi.npy,train,fp serves a high kick serve np shoots a ls return winner
P00000701,V010.mp4_61706_61928.avi.npy,train,fast serve down the t ls return from np a few shots np unable to keep a rs in play
P00000702,V010.mp4_62308_62691.avi.npy,train,fine serve np hits a rs return good rally np rs down the line lands long of the court
P00000703,V010.mp4_63296_63414.avi.npy,train,slice serve np rs return just lands long
P00000704,V010.mp4_63843_64007.avi.npy,train,fp serves a good one np crafts a rs return fp struggles to keep a cross-court ls in court
P00000705,V010.mp4_64428_64569.avi.npy,train,fp arrows a bodyline serve np returns it into the net
P00000706,V010.mp4_65690_65815.avi.npy,train,double fault
P00000707,V010.mp4_66702_66809.avi.npy,train,high kick serve fp generates a rs return winner
P00000708,V010.mp4_67313_67472.avi.npy,train,fine serve fp is unable to return it in the court
P00000709,V010.mp4_67778_67969.avi.npy,train,quick serve fp crafts a ls return np rs flies outside the court
P00000710,V010.mp4_68452_68621.avi.npy,train,np serves a heavy serve down the t which is an ace
P00000711,V010.mp4_68937_69215.avi.npy,train,good serve in the middle fp returns a ls return rally fp strokes a rs cross-court winner
P00000712,V010.mp4_72084_72230.avi.npy,train,fine serve fp is unable to return it
P00000713,V010.mp4_73137_73318.avi.npy,train,np aims a high kick serve fp guides a rs cross-court return then rushes to net and volleys a winner past np
P00000714,V010.mp4_73892_74188.avi.npy,train,good serve fp works a rs return good rally np smacks a rs winner cross-court
P00000715,V010.mp4_74788_74952.avi.npy,train,fine serve fp works a rs return np smacks a rs winner down the line
P00000716,V010.mp4_75513_75623.avi.npy,train,monumental serve is an ace
P00000717,V010.mp4_76366_76601.avi.npy,train,sharp angled slice serve np rs return is long
P00000718,V010.mp4_76836_77315.avi.npy,train,good serve in wide np returns a ls return long rally fp sends a ls down the line outside the court
P00000719,V010.mp4_78176_78549.avi.npy,train,quick serve np works a ls return huge rally np whips a ls cross-court winner
P00000720,V010.mp4_79160_79486.avi.npy,train,fp serves a good one np works a rs return rally np cross-court rs lands out-side the court
P00000721,V010.mp4_80033_80132.avi.npy,train,cannon serve wide is an ace
P00000722,V010.mp4_80528_80693.avi.npy,train,fine serve np is unable to return it
P00000723,V010.mp4_83661_83777.avi.npy,val,lightening serve down the t is an ace
P00000724,V010.mp4_84195_84315.avi.npy,val,quick serve wide is an ace
P00000725,V010.mp4_84714_85045.avi.npy,val,good serve in the middle np crafts a ls return rally np rushes in quickly and volleys a ls winner
P00000726,V010.mp4_85569_85653.avi.npy,val,sizzling serve in the corner is an ace
P00000727,V010.mp4_86461_86643.avi.npy,val,fp serves a good one np delivers a rs return short rally np flashes a rs cross-court winner
P00000728,V010.mp4_87507_87773.avi.npy,val,good serve in the middle np returns a quick rs return short rally np cross-court fails to clear the net in the middle
P00000729,V010.mp4_88722_88957.avi.npy,test,fine serve fp crafts a rs return np sends a ls out of the court
P00000730,V010.mp4_89385_89721.avi.npy,test,quick serve fp returns a quick rs return couple of shots exchanged np rs is unable to clear the net
P00000731,V010.mp4_90227_90586.avi.npy,test,np serves a good one fp returns a rs return rally fp fails to keep a cross-court rs in the play
P00000732,V010.mp4_91088_91299.avi.npy,test,good serve in the middle fp delivers a rs return np thumps a rs winner down the line
P00000733,V010.mp4_91758_91943.avi.npy,test,wide serve fp has no answer to it
P00000734,V010.mp4_92656_92792.avi.npy,test,np aims a high kick serve fp returns a rs winner down the line
P00000735,V010.mp4_94875_95009.avi.npy,test,quick serve fp works a rs return np ls catches the net
P00000736,V010.mp4_95486_95868.avi.npy,test,np serves a good one fp crafts a rs return well contensted rally np produces a rs cross-court winner from the net
P00000737,V010.mp4_96376_96551.avi.npy,test,good serve fp fails to get it back
P00000738,V010.mp4_96905_97076.avi.npy,test,np arrows a good serve at t fp is unable to return it within the court
P00000739,V010.mp4_99592_99711.avi.npy,test,lightening serve in the corner is an ace
P00000740,V010.mp4_100101_100213.avi.npy,test,quick out-wide serve is an ace
P00000741,V010.mp4_100606_100745.avi.npy,test,short angled slice serve is an ace
P00000742,V010.mp4_101157_101314.avi.npy,test,fine serve fp returns a quick ls return a few shots exchanged fp strokes a ls cross-court winner
P00000743,V010.mp4_102039_102362.avi.npy,test,quick serve fp returns a rs return rally np cross-court rs fails to clear the net in the middle
P00000744,V010.mp4_103265_103632.avi.npy,test,heavy serve aimed at t fp crafts a ls return long rally fp thumps a ls winner down the line
P00000745,V010.mp4_105082_105483.avi.npy,test,quick serve fp returns a quick rs return huge rally fp hits a ls cross-court long of the court
P00000746,V010.mp4_106939_107021.avi.npy,test,lightening serve down t is an ace
