name,vid,start,end,side,player,type
0847,V009,225698,225723,Right,Far,Topspin
0848,V009,225725,225768,Left,Far,Topspin
0849,V009,225771,225801,Right,Far,Slice
0850,V009,226764,226785,Left,Far,Topspin
0851,V009,226786,226816,Left,Far,Topspin
0852,V009,226817,226846,Right,Far,Topspin
0853,V009,226847,226874,Left,Far,Topspin
0854,V009,228042,228063,Right,Far,Topspin
0855,V009,228066,228090,Right,Far,Topspin
0856,V009,228978,228999,Right,Far,Slice
0857,V009,229001,229029,Right,Far,Topspin
0858,V009,229030,229072,Left,Far,Flat
0859,V009,229074,229112,Right,Far,Smash
0860,V009,229967,229987,Right,Far,Flat
0861,V009,233151,233175,Left,Far,Flat
0862,V009,233371,233392,Right,Near,Topspin
0863,V009,233766,233795,Right,Near,Slice
0864,V009,233797,233824,Right,Near,Topspin
0865,V009,234257,234278,Left,Near,Topspin
0866,V009,235919,235937,Left,Near,Slice
0867,V009,235939,235976,Left,Near,Topspin
0868,V009,236561,236581,Left,Near,Slice
0869,V009,236582,236615,Right,Near,Topspin
0870,V009,237318,237346,Left,Far,Slice
0871,V009,237707,237736,Left,Far,Slice
0872,V009,238329,238349,Left,Near,Slice
0873,V009,238351,238385,Right,Near,Topspin
0874,V009,238386,238413,Left,Near,Topspin
0875,V009,239333,239349,Left,Near,Flat
0876,V009,239351,239385,Left,Near,Topspin
0877,V009,240105,240123,Left,Near,Slice
0878,V009,240125,240162,Left,Near,Topspin
0879,V009,240164,240206,Left,Near,Slice
0880,V009,240208,240236,Left,Near,Topspin
0881,V009,240237,240263,Right,Near,Topspin
0882,V009,240264,240298,Left,Near,Topspin
0883,V009,240299,240331,Right,Near,Topspin
0884,V009,240332,240360,Right,Near,Topspin
0885,V009,240361,240389,Left,Near,Topspin
0886,V009,240390,240422,Right,Near,Topspin
0887,V009,240424,240457,Left,Near,Slice
0888,V009,243303,243326,Right,Far,Topspin
0889,V009,243989,244009,Left,Far,Unsure
0890,V009,244012,244045,Left,Far,Topspin
0891,V009,244047,244076,Left,Far,Topspin
0892,V009,244077,244112,Right,Far,Topspin
0893,V009,244814,244831,Right,Far,Topspin
0894,V009,244832,244857,Right,Far,Topspin
0895,V009,245589,245610,Right,Far,Slice
0896,V009,245614,245649,Right,Far,Topspin
0897,V009,245650,245685,Left,Far,Topspin
0898,V009,245686,245719,Right,Far,Slice
0899,V009,247271,247294,Right,Far,Slice
0900,V009,247766,247785,Left,Far,Topspin
0901,V009,248071,248095,Right,Far,Topspin
0902,V009,248098,248122,Left,Far,Topspin
0903,V009,248123,248153,Left,Far,Topspin
0904,V009,248155,248183,Right,Far,Topspin
0905,V009,248184,248222,Left,Far,Topspin
0906,V009,248223,248264,Left,Far,Slice
0907,V009,248265,248298,Left,Far,Topspin
0908,V009,249169,249192,Right,Far,Slice
0909,V009,249739,249761,Right,Near,Slice
0910,V009,249764,249803,Right,Near,Topspin
0911,V009,253061,253084,Right,Far,Slice
0912,V009,253321,253343,Right,Near,Topspin
0913,V009,253345,253372,Right,Near,Topspin
0914,V009,253373,253407,Left,Near,Topspin
0915,V009,253408,253432,Right,Near,Unsure
0916,V009,254176,254198,Right,Near,Topspin
0917,V009,254199,254227,Left,Near,Topspin
0918,V009,254229,254256,Left,Near,Topspin
0919,V009,254258,254284,Left,Near,Topspin
0920,V009,254285,254317,Right,Near,Topspin
0921,V009,254319,254345,Left,Near,Topspin
0922,V009,254346,254365,Right,Near,Volley
0923,V009,254992,255013,Right,Near,Flat
0924,V009,255874,255896,Right,Near,Slice
0925,V009,255898,255925,Right,Near,Topspin
0926,V009,255926,255954,Right,Near,Topspin
0927,V009,255956,255979,Right,Near,Volley
0928,V009,257030,257054,Right,Near,Topspin
0929,V009,257055,257080,Right,Near,Topspin
0930,V009,257081,257113,Left,Near,Topspin
0931,V009,257114,257142,Right,Near,Topspin
0932,V009,257143,257175,Right,Near,Topspin
0933,V009,258319,258339,Left,Near,Slice
0934,V009,258340,258376,Right,Near,Topspin
0935,V009,258377,258408,Left,Near,Topspin
0936,V009,258409,258440,Left,Near,Topspin
0937,V009,258441,258466,Right,Near,Topspin
0938,V009,258467,258492,Left,Near,Topspin
0939,V009,258493,258542,Left,Near,Slice
0940,V009,259557,259579,Left,Near,Slice
0941,V009,259582,259613,Right,Near,Topspin
0942,V009,259614,259642,Right,Near,Topspin
0943,V009,260457,260477,Right,Far,Topspin
0944,V009,260479,260507,Right,Far,Topspin
0945,V009,261061,261084,Left,Near,Slice
0946,V009,261087,261116,Right,Near,Topspin
0947,V009,261117,261149,Right,Near,Topspin
0948,V009,262021,262046,Left,Near,Slice
0949,V009,262048,262080,Left,Near,Topspin
0950,V009,262084,262109,Left,Near,Topspin
0951,V009,262112,262142,Left,Near,Topspin
0952,V009,262144,262174,Right,Near,Topspin
0953,V009,262177,262204,Right,Near,Topspin
0954,V009,262205,262222,Left,Near,Volley
0955,V009,262223,262250,Right,Near,Topspin
0956,V009,262251,262267,Right,Near,Volley
0957,V009,262270,262303,Left,Near,Topspin
0958,V009,263690,263711,Right,Near,Topspin
0959,V009,263716,263754,Right,Near,Slice
0960,V009,263756,263788,Right,Near,Topspin
0961,V009,263789,263824,Left,Near,Topspin
0962,V009,264906,264927,Left,Near,Slice
0963,V009,264928,264984,Left,Near,Topspin
0964,V009,264985,265017,Left,Near,Slice
0965,V009,265019,265056,Right,Near,Topspin
0966,V009,265058,265107,Left,Near,Topspin
0967,V009,266225,266245,Left,Near,Slice
0968,V009,266249,266286,Right,Near,Topspin
0969,V009,266287,266315,Left,Near,Topspin
0970,V009,266316,266347,Left,Near,Topspin
0971,V009,266348,266380,Right,Near,Slice
0972,V009,267193,267219,Left,Far,Slice
0973,V009,268068,268088,Left,Near,Slice
0974,V009,270790,270809,Left,Far,Unsure
0975,V009,270989,271009,Right,Far,Topspin
0976,V009,271013,271037,Right,Far,Topspin
0977,V009,271038,271063,Left,Far,Topspin
0978,V009,271065,271101,Right,Far,Topspin
0979,V009,271102,271130,Left,Far,Topspin
0980,V009,271131,271164,Left,Far,Topspin
0981,V009,271165,271197,Left,Far,Slice
0982,V009,271198,271237,Left,Far,Topspin
0983,V009,271238,271271,Left,Far,Slice
0984,V009,271272,271311,Left,Far,Topspin
0985,V009,271312,271343,Left,Far,Topspin
0986,V009,271345,271372,Right,Far,Topspin
0987,V009,271373,271405,Right,Far,Topspin
0988,V009,271871,271893,Left,Far,Topspin
0989,V009,271895,271930,Left,Far,Topspin
0990,V009,271931,271959,Right,Far,Topspin
0991,V009,272686,272707,Left,Far,Topspin
0992,V009,272708,272738,Right,Far,Slice
0993,V009,272741,272777,Left,Far,Topspin
0994,V009,273346,273371,Left,Far,Slice
0995,V009,273819,273837,Right,Far,Topspin
0996,V009,273838,273872,Right,Far,Topspin
0997,V009,273874,273909,Left,Far,Topspin
0998,V009,273910,273937,Right,Far,Topspin
0999,V009,274446,274471,Right,Far,Topspin
1000,V009,275868,275895,Right,Far,Slice
1001,V009,275897,275933,Left,Far,Topspin
1002,V009,275934,275966,Right,Far,Topspin
1003,V009,275967,276007,Right,Far,Slice
1004,V009,276009,276048,Left,Far,Topspin
1005,V009,276049,276085,Right,Far,Topspin
1006,V009,276990,277010,Right,Far,Slice
1007,V009,277012,277044,Left,Far,Slice
1008,V009,277046,277082,Right,Far,Topspin
1009,V009,277083,277098,Right,Far,Unsure
1010,V009,278057,278082,Right,Far,Slice
1011,V009,278314,278334,Right,Far,Slice
1012,V009,278336,278369,Left,Far,Slice
1013,V009,278371,278402,Right,Far,Topspin
1014,V009,278404,278425,Right,Far,Volley
1015,V009,278428,278455,Right,Far,Topspin
1016,V009,278456,278469,Right,Far,Volley
1017,V009,278470,278485,Right,Far,Volley
1018,V009,278486,278502,Left,Far,Volley
1019,V009,279997,280020,Left,Far,Unsure
1020,V009,280859,280880,Left,Far,Topspin
1021,V009,280882,280914,Left,Far,Topspin
1022,V009,280915,280945,Right,Far,Topspin
1023,V009,280947,280974,Left,Far,Topspin
1024,V009,280975,280998,Right,Far,Topspin
1025,V009,281000,281028,Right,Far,Topspin
1026,V009,281029,281066,Left,Far,Slice
1027,V009,281068,281108,Left,Far,Topspin
1028,V009,281109,281147,Right,Far,Topspin
1029,V009,281148,281177,Right,Far,Topspin
1030,V009,281179,281212,Left,Far,Topspin
1031,V009,282344,282366,Right,Far,Slice
1032,V009,282368,282396,Right,Far,Topspin
1033,V009,282398,282440,Left,Far,Topspin
1034,V009,282441,282465,Right,Far,Topspin
1035,V009,285316,285336,Right,Near,Topspin
1036,V009,285337,285368,Right,Near,Topspin
1037,V009,285369,285403,Right,Near,Topspin
1038,V009,285405,285436,Left,Near,Topspin
1039,V009,285437,285469,Left,Near,Topspin
1040,V009,285470,285496,Right,Near,Topspin
1041,V009,285497,285531,Left,Near,Topspin
1042,V009,285533,285559,Left,Near,Topspin
1043,V009,285561,285591,Left,Near,Topspin
1044,V009,286174,286200,Right,Near,Slice
1045,V009,286203,286244,Right,Near,Topspin
1046,V009,287507,287533,Right,Near,Topspin
1047,V009,287534,287563,Right,Near,Topspin
1048,V009,287565,287602,Right,Near,Slice
1049,V009,289385,289406,Left,Far,Slice
1050,V009,290389,290408,Left,Near,Slice
1051,V009,290409,290452,Right,Near,Topspin
1052,V009,290453,290481,Right,Near,Topspin
1053,V009,291238,291262,Left,Near,Slice
1054,V009,291946,291971,Left,Far,Slice
1055,V009,292199,292222,Left,Near,Slice
1056,V009,293239,293262,Left,Near,Slice
1057,V009,293264,293302,Right,Near,Topspin
1058,V009,293303,293332,Right,Near,Topspin
1059,V009,293334,293362,Right,Near,Topspin
1060,V009,293364,293391,Right,Near,Topspin
1061,V009,293393,293428,Right,Near,Topspin
1062,V009,293431,293466,Left,Near,Slice
1063,V009,294496,294515,Left,Near,Slice
1064,V009,294516,294556,Right,Near,Topspin
1065,V009,294557,294593,Left,Near,Slice
1066,V009,294595,294632,Left,Near,Topspin
1067,V009,297208,297228,Left,Far,Topspin
1068,V009,297447,297469,Left,Far,Topspin
1069,V009,297470,297495,Right,Far,Topspin
1070,V009,297497,297523,Right,Far,Topspin
1071,V009,297524,297554,Left,Far,Topspin
1072,V009,297555,297588,Right,Far,Topspin
1073,V009,297589,297618,Right,Far,Slice
1074,V009,297620,297656,Left,Far,Slice
1075,V009,297657,297694,Right,Far,Topspin
1076,V009,298586,298603,Left,Far,Unsure
1077,V009,298604,298634,Right,Far,Topspin
1078,V009,298635,298668,Right,Far,Topspin
1079,V009,298669,298702,Left,Far,Topspin
1080,V009,298703,298736,Left,Far,Topspin
1081,V009,298738,298774,Right,Far,Slice
1082,V009,298776,298811,Right,Far,Topspin
1083,V009,298812,298851,Right,Far,Slice
1084,V009,298852,298900,Right,Far,Topspin
1085,V009,298902,298938,Right,Far,Slice
1086,V009,298940,298976,Right,Far,Topspin
1087,V009,299642,299661,Left,Far,Topspin
1088,V009,299662,299696,Left,Far,Topspin
1089,V009,299697,299731,Right,Far,Flat
1090,V009,299732,299776,Right,Far,Topspin
1091,V009,299777,299808,Left,Far,Topspin
1092,V009,299809,299842,Left,Far,Topspin
1093,V009,299844,299874,Left,Far,Topspin
1094,V009,299875,299916,Left,Far,Slice
1095,V009,300736,300758,Left,Far,Topspin
1096,V009,300759,300787,Right,Far,Topspin
1097,V009,302921,302942,Right,Far,Topspin
1098,V009,303552,303570,Left,Far,Topspin
1099,V009,304126,304144,Right,Far,Topspin
1100,V009,304146,304184,Right,Far,Unsure
1101,V009,305294,305320,Right,Far,Slice
1102,V009,305646,305676,Right,Far,Slice
1103,V009,305677,305712,Right,Far,Topspin
1104,V009,305714,305745,Right,Far,Topspin
1105,V009,305746,305775,Right,Far,Topspin
1106,V009,305776,305816,Right,Far,Slice
1107,V009,305817,305860,Right,Far,Topspin
1108,V009,305861,305895,Right,Far,Slice
1109,V009,306840,306862,Right,Far,Slice
1110,V009,306864,306907,Right,Far,Topspin
1111,V009,306908,306938,Right,Far,Topspin
1112,V009,306939,306966,Right,Far,Topspin
1113,V009,306967,306993,Left,Far,Topspin
1114,V009,309694,309716,Right,Near,Unsure
1115,V009,310040,310063,Right,Near,Topspin
1116,V009,310422,310445,Right,Near,Slice
1117,V009,310449,310488,Right,Near,Topspin
1118,V009,310489,310519,Right,Near,Topspin
1119,V009,310520,310550,Right,Near,Smash
1120,V009,310954,310980,Right,Far,Slice
1121,V009,311249,311273,Right,Near,Slice
1122,V009,311276,311314,Left,Near,Slice
1123,V009,312448,312467,Left,Near,Slice
1124,V009,312470,312509,Right,Near,Topspin
1125,V009,313146,313167,Left,Far,Slice
1126,V009,313407,313430,Left,Near,Slice
1127,V009,313432,313468,Left,Near,Topspin
1128,V009,313469,313495,Right,Near,Topspin
1129,V009,313496,313522,Left,Near,Unsure
1130,V009,314166,314190,Left,Near,Slice
1131,V009,314191,314248,Left,Near,Topspin
1132,V009,314249,314279,Left,Near,Topspin
1133,V009,314280,314310,Right,Near,Topspin
1134,V009,314311,314337,Right,Near,Topspin
1135,V009,314338,314369,Right,Near,Topspin
1136,V009,314370,314398,Right,Near,Topspin
1137,V009,314399,314430,Left,Near,Topspin
1138,V009,314431,314453,Right,Near,Topspin
1139,V009,314454,314486,Right,Near,Topspin
1140,V009,314488,314525,Left,Near,Topspin
1141,V009,315332,315354,Left,Near,Slice
1142,V009,315361,315397,Right,Near,Slice
1143,V009,316240,316262,Right,Near,Topspin
1144,V009,319044,319066,Right,Far,Unsure
1145,V009,319067,319109,Left,Far,Topspin
1146,V009,319110,319141,Left,Far,Slice
1147,V009,319159,319242,Left,Far,Unsure
1148,V009,320296,320315,Right,Far,Topspin
1149,V009,320315,320347,Left,Far,Topspin
1150,V009,321584,321605,Right,Far,Unsure
1151,V009,322158,322187,Left,Far,Slice
1152,V009,322782,322805,Left,Far,Topspin
1153,V009,324374,324391,Right,Far,Unsure
1154,V009,324392,324424,Left,Far,Flat
1155,V009,324640,324663,Left,Far,Flat
1156,V009,325517,325542,Right,Far,Topspin
1157,V009,325546,325579,Right,Far,Topspin
1158,V009,326468,326487,Right,Far,Topspin
1159,V009,326489,326510,Left,Far,Topspin
1160,V009,326511,326541,Right,Far,Topspin
1161,V009,326542,326571,Left,Far,Topspin
1162,V009,326572,326611,Right,Far,Topspin
1163,V009,326613,326644,Left,Far,Topspin
1164,V009,326645,326678,Left,Far,Topspin
1165,V009,327454,327478,Right,Far,Slice
1166,V009,327479,327506,Right,Far,Unsure
1167,V009,328213,328229,Right,Far,Slice
1168,V009,328458,328476,Right,Far,Topspin
1169,V009,328477,328504,Left,Far,Topspin
1170,V009,328506,328535,Left,Far,Topspin
1171,V009,328536,328564,Right,Far,Topspin
1172,V009,328565,328590,Left,Far,Topspin
1173,V009,328594,328623,Right,Far,Topspin
1174,V009,328624,328654,Left,Far,Topspin
1175,V009,335006,335024,Left,Near,Topspin
1176,V009,335026,335052,Right,Near,Topspin
1177,V009,335053,335088,Right,Near,Topspin
1178,V009,335089,335116,Right,Near,Topspin
1179,V009,335117,335151,Right,Near,Topspin
1180,V009,335152,335182,Left,Near,Topspin
1181,V009,335183,335212,Right,Near,Topspin
1182,V009,335213,335239,Right,Near,Topspin
1183,V009,335240,335272,Left,Near,Unsure
1184,V009,335744,335770,Right,Near,Slice
1185,V009,336215,336237,Right,Near,Slice
1186,V009,337044,337064,Left,Near,Topspin
1187,V009,337066,337090,Right,Near,Topspin
1188,V009,337091,337124,Left,Near,Slice
1189,V009,337126,337152,Left,Near,Volley
1190,V009,338928,338949,Left,Near,Slice
1191,V009,338951,338984,Right,Near,Topspin
1192,V009,338986,339020,Left,Near,Slice
1193,V009,339021,339061,Right,Near,Topspin
1194,V009,339063,339092,Right,Near,Topspin
1195,V009,339093,339123,Left,Near,Topspin
1196,V009,339125,339152,Right,Near,Topspin
1197,V009,339154,339199,Right,Near,Topspin
1198,V009,339200,339230,Left,Near,Topspin
1199,V009,339233,339265,Right,Near,Topspin
1200,V009,339266,339293,Right,Near,Topspin
1201,V009,339294,339323,Right,Near,Topspin
1202,V009,339324,339353,Right,Near,Topspin
1203,V009,339353,339394,Right,Near,Slice
1204,V009,339395,339423,Right,Near,Topspin
1205,V009,340855,340874,Left,Near,Slice
1206,V009,340876,340921,Right,Near,Topspin
1207,V009,340923,340950,Right,Near,Topspin
1208,V009,341653,341669,Right,Near,Topspin
1209,V009,344155,344180,Left,Far,Unsure
1210,V009,344554,344577,Left,Far,Slice
1211,V009,345000,345018,Left,Far,Topspin
1212,V009,345020,345047,Left,Far,Topspin
1213,V009,345048,345090,Left,Far,Slice
1214,V009,345092,345131,Left,Far,Slice
1215,V009,345751,345780,Left,Far,Slice
1216,V009,345782,345819,Left,Far,Topspin
1217,V009,346933,346953,Right,Far,Unsure
1218,V009,347328,347348,Right,Far,Topspin
1219,V009,347349,347391,Right,Far,Flat
1220,V009,347393,347414,Right,Far,Unsure
1221,V009,347415,347430,Left,Far,Volley
1222,V009,347433,347455,Left,Far,Topspin
1223,V009,348639,348665,Left,Far,Topspin
1224,V009,348666,348691,Left,Far,Flat
1225,V009,348692,348730,Left,Far,Slice
1226,V009,348733,348782,Left,Far,Slice
1227,V009,349824,349844,Right,Far,Topspin
1228,V009,349845,349873,Left,Far,Topspin
1229,V009,349874,349910,Left,Far,Topspin
1230,V009,349911,349944,Right,Far,Topspin
1231,V009,349946,349975,Left,Far,Topspin
1232,V009,349977,350013,Left,Far,Topspin
1233,V009,350014,350049,Right,Far,Slice
1234,V009,351266,351289,Right,Far,Slice
1235,V009,351291,351342,Right,Far,Topspin
1236,V009,351343,351380,Left,Far,Slice
1237,V009,351381,351437,Right,Far,Topspin
1238,V009,351438,351476,Right,Far,Slice
1239,V009,351477,351509,Right,Far,Topspin
1240,V009,351510,351546,Right,Far,Topspin
1241,V009,352545,352565,Right,Far,Slice
1242,V009,352567,352604,Right,Far,Topspin
1243,V009,353503,353528,Right,Far,Slice
1244,V009,353532,353567,Right,Far,Topspin
1245,V009,353568,353600,Right,Far,Topspin
1246,V009,353602,353638,Right,Far,Topspin
1247,V009,353639,353673,Left,Far,Topspin
1248,V009,354558,354580,Right,Far,Slice
1249,V009,355417,355443,Right,Far,Slice
1250,V009,355444,355478,Right,Far,Topspin
1251,V009,355479,355510,Right,Far,Topspin
1252,V009,355511,355538,Right,Far,Topspin
1253,V009,358203,358224,Right,Near,Unsure
1254,V009,358655,358678,Left,Far,Unsure
1255,V009,358869,358882,Left,Near,Topspin
1256,V009,358883,358908,Right,Near,Topspin
1257,V009,358909,358942,Right,Near,Topspin
1258,V009,358944,358968,Left,Near,Unsure
1259,V009,359750,359770,Left,Near,Topspin
1260,V009,359771,359800,Right,Near,Topspin
1261,V009,360501,360523,Right,Near,Unsure
1262,V009,361460,361486,Right,Near,Slice
1263,V009,361488,361538,Right,Near,Topspin
1264,V009,361539,361569,Left,Near,Topspin
1265,V009,361570,361603,Right,Near,Unsure
1266,V009,362416,362439,Left,Near,Topspin
1267,V009,363014,363034,Right,Near,Topspin
1268,V009,363036,363061,Right,Near,Topspin
1269,V009,363064,363099,Right,Near,Unsure
1270,V009,363651,363672,Right,Near,Slice
1271,V009,364267,364286,Right,Far,Unsure
1272,V009,364486,364506,Right,Near,Slice
1273,V009,364508,364544,Right,Near,Topspin
1274,V009,364545,364584,Left,Near,Unsure
1275,V009,364592,364637,Right,Near,Smash
1276,V009,364638,364659,Right,Near,Flat
1277,V009,366349,366372,Left,Far,Slice
1278,V009,366583,366603,Right,Near,Topspin
1279,V009,366606,366636,Left,Near,Topspin
1280,V009,366637,366662,Left,Near,Topspin
1281,V009,366663,366692,Right,Near,Topspin
1282,V009,366693,366719,Right,Near,Topspin
1283,V009,366720,366759,Left,Near,Slice
1284,V009,368254,368278,Left,Near,Slice
1285,V009,368279,368313,Right,Near,Topspin
1286,V009,368315,368342,Left,Near,Slice
1287,V009,368343,368393,Left,Near,Topspin
1288,V009,368394,368423,Right,Near,Topspin
1289,V009,368425,368454,Right,Near,Topspin
1290,V009,368455,368481,Right,Near,Topspin
1291,V009,368482,368522,Right,Near,Topspin
1292,V009,368524,368558,Right,Near,Topspin
1293,V009,368560,368592,Right,Near,Topspin
1294,V009,368593,368621,Right,Near,Topspin
1295,V009,370465,370484,Left,Near,Slice
1296,V009,370485,370519,Right,Near,Topspin
1297,V009,370522,370550,Right,Near,Topspin
1298,V009,370552,370589,Left,Near,Topspin
1299,V009,370591,370618,Right,Near,Topspin
1300,V009,371469,371487,Left,Near,Slice
1301,V009,371488,371535,Left,Near,Topspin
1302,V009,371536,371564,Left,Near,Slice
1303,V009,371567,371608,Left,Near,Topspin
1304,V009,371609,371647,Left,Near,Slice
1305,V009,371648,371683,Right,Near,Topspin
1306,V009,371685,371706,Left,Near,Topspin
1307,V009,372552,372576,Left,Far,Slice
1308,V009,372967,372985,Left,Near,Slice
1309,V009,372987,373025,Right,Near,Topspin
1310,V009,373027,373052,Left,Near,Topspin
1311,V009,373053,373083,Left,Near,Topspin
1312,V009,373084,373112,Left,Near,Slice
1313,V009,373113,373165,Right,Near,Slice
1314,V009,376006,376025,Right,Far,Topspin
1315,V009,376026,376057,Right,Far,Topspin
1316,V009,376059,376085,Right,Far,Topspin
1317,V009,376086,376120,Left,Far,Topspin
1318,V009,376121,376155,Right,Far,Topspin
1319,V009,376156,376185,Right,Far,Topspin
1320,V009,376614,376636,Right,Far,Flat
1321,V009,377038,377059,Right,Far,Slice
1322,V009,377062,377098,Right,Far,Slice
1323,V009,378421,378440,Right,Far,Topspin
1324,V009,378935,378957,Right,Far,Flat
1325,V009,379363,379386,Left,Far,Unsure
1326,V009,379610,379638,Right,Far,Slice
1327,V009,379640,379674,Right,Far,Topspin
1328,V009,379675,379698,Right,Far,Topspin
1329,V009,379699,379720,Left,Far,Volley
1330,V009,380504,380524,Right,Far,Slice
1331,V009,380527,380556,Right,Far,Topspin
1332,V009,380557,380588,Right,Far,Slice
1333,V009,380592,380622,Left,Far,Volley
1334,V009,381379,381404,Right,Far,Unsure
1335,V009,381407,381436,Right,Far,Topspin
1336,V009,381437,381456,Left,Far,Topspin
1337,V009,382090,382110,Right,Far,Flat
1338,V009,382113,382144,Left,Far,Topspin
1339,V009,382145,382175,Right,Far,Topspin
1340,V009,382176,382205,Right,Far,Topspin
1341,V009,382206,382232,Left,Far,Topspin
1342,V009,382236,382271,Left,Far,Topspin
1343,V009,382272,382307,Right,Far,Topspin
1344,V009,382308,382336,Right,Far,Topspin
1345,V009,382337,382362,Left,Far,Topspin
1346,V009,385672,385692,Right,Near,Topspin
1347,V009,385694,385718,Left,Near,Topspin
1348,V009,385719,385762,Left,Near,Topspin
1349,V009,385763,385794,Right,Near,Slice
1350,V009,385795,385837,Left,Near,Topspin
1351,V009,385838,385872,Left,Near,Topspin
1352,V009,385873,385900,Right,Near,Topspin
1353,V009,385902,385934,Right,Near,Topspin
1354,V009,385935,385966,Left,Near,Topspin
1355,V009,385967,385993,Left,Near,Unsure
1356,V009,386536,386557,Left,Near,Topspin
1357,V009,386558,386582,Right,Near,Topspin
1358,V009,387340,387365,Right,Near,Topspin
1359,V009,387366,387392,Right,Near,Topspin
1360,V009,387393,387426,Right,Near,Topspin
1361,V009,387427,387461,Right,Near,Slice
1362,V009,387463,387499,Left,Near,Topspin
1363,V009,387501,387529,Right,Near,Topspin
1364,V009,387530,387559,Left,Near,Topspin
1365,V009,389251,389273,Left,Far,Slice
1366,V009,389506,389524,Right,Near,Topspin
1367,V009,389525,389551,Left,Near,Topspin
1368,V009,389552,389587,Right,Near,Topspin
1369,V009,389589,389617,Left,Near,Topspin
1370,V009,390412,390431,Left,Near,Slice
1371,V009,390432,390468,Right,Near,Topspin
1372,V009,390470,390498,Right,Near,Topspin
1373,V009,390499,390530,Left,Near,Topspin
1374,V009,390531,390556,Right,Near,Topspin
1375,V009,391511,391535,Left,Near,Slice
1376,V009,391536,391572,Right,Near,Topspin
1377,V009,391573,391603,Left,Near,Topspin
1378,V009,391608,391632,Left,Near,Topspin
1379,V009,391635,391663,Right,Near,Topspin
1380,V009,391665,391700,Left,Near,Topspin
1381,V009,391702,391733,Right,Near,Topspin
1382,V009,391738.0,391784,Right,Near,Slice
1383,V009,392798,392821,Left,Near,Slice
1384,V009,392825,392853,Right,Near,Topspin
1385,V009,392857,392884,Right,Near,Topspin
1386,V009,393958,393977,Right,Near,Topspin
1387,V009,393980,394005,Left,Near,Topspin
1388,V009,394006,394026,Right,Near,Topspin
1389,V009,394028,394068,Right,Near,Topspin
1390,V009,394073,394099,Left,Near,Topspin
1391,V009,394100,394130,Left,Near,Topspin
1392,V009,394131,394158,Right,Near,Topspin
1393,V009,394160,394186,Left,Near,Topspin
1394,V009,394188,394218,Right,Near,Topspin
1395,V009,394220,394253,Left,Near,Topspin
1396,V009,394256,394289,Right,Near,Slice
1397,V009,394294,394338,Right,Near,Topspin
1398,V009,397121,397142,Left,Far,Topspin
1399,V009,397145,397185,Left,Far,Topspin
1400,V009,397187,397211,Right,Far,Topspin
1401,V009,397213,397240,Left,Far,Topspin
1402,V009,397243,397273,Right,Far,Topspin
1403,V009,397274,397295,Left,Far,Topspin
1404,V009,397838,397857,Left,Far,Topspin
1405,V009,397858,397889,Right,Far,Unsure
1406,V009,397892,397927,Right,Far,Topspin
1407,V009,397930,397957,Right,Far,Slice
1408,V009,398733,398747,Left,Far,Topspin
1409,V009,399441,399457,Left,Far,Topspin
1410,V009,399704,399723,Left,Far,Topspin
1411,V009,399726,399756,Right,Far,Topspin
1412,V009,399758,399786,Left,Far,Topspin
1413,V009,399793,399817,Left,Far,Topspin
1414,V009,399819,399846,Right,Far,Topspin
1415,V009,400712,400726,Left,Far,Topspin
1416,V009,400728,400759,Left,Far,Topspin
1417,V009,400761,400793,Left,Far,Topspin
1418,V009,400795,400824,Right,Far,Topspin
1419,V009,400826,400859,Right,Far,Topspin
1420,V009,400860,400887,Right,Far,Topspin
1421,V009,400891,400918,Right,Far,Topspin
1422,V009,400921,400945,Left,Far,Topspin
1423,V009,400947,400972,Right,Far,Topspin
1424,V009,400975,401008,Right,Far,Topspin
1425,V009,401011,401038,Left,Far,Topspin
1426,V009,402144,402161,Left,Far,Topspin
1427,V009,402163,402190,Left,Far,Topspin
1428,V009,402193,402226,Right,Far,Flat
1429,V009,402228,402276,Left,Far,Topspin
1430,V009,402278,402303,Left,Far,Topspin
1431,V009,403149,403165,Right,Far,Topspin
1432,V009,403167,403194,Left,Far,Topspin
1433,V009,404003,404019,Left,Far,Topspin
1434,V009,404022,404052,Right,Far,Topspin
1435,V009,404054,404082,Left,Far,Topspin
1436,V009,404084,404113,Right,Far,Topspin
1437,V009,404116,404148,Right,Far,Topspin
1438,V009,404150,404176,Right,Far,Topspin
1439,V009,404178,404205,Left,Far,Topspin
1440,V009,404207,404235,Right,Far,Topspin
1441,V009,404236,404268,Left,Far,Topspin
1442,V009,404270,404299,Right,Far,Topspin
1443,V009,404301,404328,Left,Far,Topspin
1444,V009,404331,404383,Right,Far,Slice
1445,V009,404386,404427,Left,Far,Topspin
0001,V008,1992,2013,Right,Far,Topspin
0002,V008,2015,2042,Right,Far,Topspin
0003,V008,2045,2074,Right,Far,Topspin
0004,V008,2077,2110,Left,Far,Topspin
0005,V008,2113,2145,Right,Far,Topspin
0006,V008,2765,2787,Left,Far,Topspin
0007,V008,2790,2821,Right,Far,Topspin
0008,V008,3410,3433,Right,Far,Topspin
0009,V008,3435,3473,Right,Far,Topspin
0010,V008,3475,3509,Left,Far,Topspin
0011,V008,4065,4091,Right,Far,Topspin
0012,V008,4095,4133,Right,Far,Topspin
0013,V008,4666,4688,Left,Far,Topspin
0014,V008,4691,4722,Right,Far,Slice
0015,V008,4725,4769,Right,Far,Topspin
0016,V008,5913,5946,Left,Near,Slice
